"600000","浦发银行"
"600004","白云机场"
"600006","东风汽车"
"600007","中国国贸"
"600008","首创环保"
"600009","上海机场"
"600010","包钢股份"
"600011","华能国际"
"600012","皖通高速"
"600015","华夏银行"
"600016","民生银行"
"600017","日照港"
"600018","上港集团"
"600019","宝钢股份"
"600020","中原高速"
"600021","上海电力"
"600022","山东钢铁"
"600023","浙能电力"
"600025","华能水电"
"600026","中远海能"
"600027","华电国际"
"600028","中国石化"
"600029","南方航空"
"600030","中信证券"
"600031","三一重工"
"600032","浙江新能"
"600033","福建高速"
"600035","楚天高速"
"600036","招商银行"
"600037","歌华有线"
"600038","中直股份"
"600039","四川路桥"
"600048","保利发展"
"600050","中国联通"
"600051","宁波联合"
"600052","东望时代"
"600053","九鼎投资"
"600054","黄山旅游"
"600055","万东医疗"
"600056","中国医药"
"600057","厦门象屿"
"600058","五矿发展"
"600059","古越龙山"
"600060","海信视像"
"600061","国投资本"
"600062","华润双鹤"
"600063","皖维高新"
"600064","南京高科"
"600066","宇通客车"
"600067","冠城大通"
"600070","*ST富润"
"600071","凤凰光学"
"600072","中船科技"
"600073","上海梅林"
"600075","新疆天业"
"600076","康欣新材"
"600078","ST澄星"
"600079","人福医药"
"600080","金花股份"
"600081","东风科技"
"600082","海泰发展"
"600083","*ST博信"
"600084","中信尼雅"
"600085","同仁堂"
"600088","中视传媒"
"600089","特变电工"
"600094","大名城"
"600095","湘财股份"
"600096","云天化"
"600097","开创国际"
"600098","广州发展"
"600099","林海股份"
"600100","同方股份"
"600101","明星电力"
"600103","青山纸业"
"600104","上汽集团"
"600105","永鼎股份"
"600106","重庆路桥"
"600107","美尔雅"
"600108","亚盛集团"
"600109","国金证券"
"600110","诺德股份"
"600111","北方稀土"
"600112","*ST天成"
"600113","浙江东日"
"600114","东睦股份"
"600115","中国东航"
"600116","三峡水利"
"600117","*ST西钢"
"600118","中国卫星"
"600119","长江投资"
"600120","浙江东方"
"600121","郑州煤电"
"600123","兰花科创"
"600125","铁龙物流"
"600126","杭钢股份"
"600127","金健米业"
"600128","苏豪弘业"
"600129","太极集团"
"600130","波导股份"
"600131","国网信通"
"600132","重庆啤酒"
"600133","东湖高新"
"600135","乐凯胶片"
"600136","*ST明诚"
"600137","浪莎股份"
"600138","中青旅"
"600141","兴发集团"
"600143","金发科技"
"600148","长春一东"
"600149","廊坊发展"
"600150","中国船舶"
"600151","航天机电"
"600152","维科技术"
"600153","建发股份"
"600155","华创云信"
"600156","华升股份"
"600157","永泰能源"
"600158","中体产业"
"600159","大龙地产"
"600160","巨化股份"
"600161","天坛生物"
"600162","香江控股"
"600163","中闽能源"
"600165","*ST宁科"
"600166","福田汽车"
"600167","联美控股"
"600168","武汉控股"
"600169","太原重工"
"600170","上海建工"
"600171","上海贝岭"
"600172","黄河旋风"
"600173","卧龙地产"
"600176","中国巨石"
"600177","雅戈尔"
"600178","东安动力"
"600179","安通控股"
"600180","瑞茂通"
"600182","S佳通"
"600183","生益科技"
"600184","光电股份"
"600185","格力地产"
"600186","莲花健康"
"600187","国中水务"
"600188","兖矿能源"
"600189","泉阳泉"
"600190","锦州港"
"600191","华资实业"
"600192","长城电工"
"600193","创兴资源"
"600195","中牧股份"
"600196","复星医药"
"600197","伊力特"
"600198","大唐电信"
"600199","金种子酒"
"600200","江苏吴中"
"600201","生物股份"
"600202","哈空调"
"600203","福日电子"
"600206","有研新材"
"600207","安彩高科"
"600208","新湖中宝"
"600210","紫江企业"
"600211","西藏药业"
"600212","绿能慧充"
"600213","*ST亚星"
"600215","派斯林"
"600216","浙江医药"
"600217","中再资环"
"600218","全柴动力"
"600219","南山铝业"
"600220","ST阳光"
"600221","海航控股"
"600222","太龙药业"
"600223","福瑞达"
"600225","卓朗科技"
"600226","瀚叶股份"
"600227","赤天化"
"600228","返利科技"
"600229","城市传媒"
"600230","沧州大化"
"600231","凌钢股份"
"600232","金鹰股份"
"600233","圆通速递"
"600234","*ST科新"
"600235","民丰特纸"
"600236","桂冠电力"
"600237","铜峰电子"
"600238","海南椰岛"
"600239","云南城投"
"600241","时代万恒"
"600243","青海华鼎"
"600246","万通发展"
"600248","陕建股份"
"600249","两面针"
"600250","南京商旅"
"600251","冠农股份"
"600252","中恒集团"
"600255","鑫科材料"
"600256","广汇能源"
"600257","大湖股份"
"600258","首旅酒店"
"600259","广晟有色"
"600261","阳光照明"
"600262","北方股份"
