"430017","星昊医药"
"430047","诺思兰德"
"430090","同辉信息"
"430139","华岭股份"
"430198","微创光电"
"430300","辰光医疗"
"430418","苏轴股份"
"430425","乐创技术"
"430476","海能技术"
"430478","峆一药业"
"430489","佳先股份"
"430510","丰光精密"
"430556","雅达股份"
"430564","天润科技"
"430685","新芝生物"
"430718","合肥高科"
"830779","武汉蓝电"
"830799","艾融软件"
"830809","安达科技"
"830832","齐鲁华信"
"830839","万通液压"
"830879","基康仪器"
"830896","旺成科技"
"830946","森萱医药"
"830964","润农节水"
"830974","凯大催化"
"831010","凯添燃气"
"831039","国义招标"
"831087","秋乐种业"
"831152","昆工科技"
"831167","鑫汇科"
"831175","派诺科技"
"831195","三祥科技"
"831278","泰德股份"
"831304","迪尔化工"
"831305","海希通讯"
"831370","新安洁"
"831396","许昌智能"
"831445","龙竹科技"
"831526","凯华材料"
"831627","力王股份"
"831641","格利尔"
"831689","克莱特"
"831726","朱老六"
"831768","拾比佰"
"831832","科达自控"
"831834","三维股份"
"831855","浙江大农"
"831856","浩淼科技"
"831906","舜宇精工"
"831961","创远信科"
"832000","安徽凤凰"
"832023","田野股份"
"832089","禾昌聚合"
"832110","雷特科技"
"832145","恒合股份"
"832149","利尔达"
"832171","志晟信息"
"832175","东方碳素"
"832225","利通科技"
"832278","鹿得医疗"
"832419","路斯股份"
"832469","富恒新材"
"832471","美邦科技"
"832491","奥迪威"
"832522","纳科诺尔"
"832566","梓橦宫"
"832651","天罡股份"
"832662","方盛股份"
"832735","德源药业"
"832786","骑士乳业"
"832802","保丽洁"
"832876","慧为智能"
"832885","星辰科技"
"832978","开特股份"
"832982","锦波生物"
"833030","立方控股"
"833075","柏星龙"
"833171","国航远洋"
"833230","欧康医药"
"833266","生物谷"
"833284","灵鸽科技"
"833346","威贸电子"
"833394","民士达"
"833427","华维设计"
"833429","康比特"
"833454","同心传动"
"833455","汇隆活塞"
"833509","同惠电子"
"833523","德瑞锂电"
"833533","骏创科技"
"833575","康乐卫士"
"833580","科创新材"
"833751","惠同新材"
"833781","瑞奇智造"
"833819","颖泰生物"
"833873","中设咨询"
"833914","远航精密"
"833943","优机股份"
"834014","特瑞斯"
"834021","流金科技"
"834033","康普化学"
"834058","华洋赛车"
"834062","科润智控"
"834261","一诺威"
"834407","驰诚股份"
"834415","恒拓开源"
"834475","三友科技"
"834599","同力股份"
"834639","晨光电缆"
"834682","球冠电缆"
"834765","美之高"
"834770","艾能聚"
"834950","迅安科技"
"835174","五新隧装"
"835179","凯德石英"
"835184","国源科技"
"835185","贝特瑞"
"835207","众诚科技"
"835237","力佳科技"
"835305","云创数据"
"835368","连城数控"
"835438","戈碧迦"
"835508","殷图网联"
"835579","机科股份"
"835640","富士达"
"835670","数字人"
"835857","百甲科技"
"835892","中科美菱"
"835985","海泰新能"
"836077","吉林碳谷"
"836149","旭杰科技"
"836208","青矩技术"
"836221","易实精密"
"836239","长虹能源"
"836247","华密新材"
"836260","中寰股份"
"836263","中航泰达"
"836270","天铭科技"
"836395","朗鸿科技"
"836414","欧普泰"
"836419","万德股份"
"836422","润普食品"
"836433","大唐药业"
"836504","博迅生物"
"836547","无锡晶海"
"836675","秉扬科技"
"836699","海达尔"
"836717","瑞星股份"
"836720","吉冈精密"
"836807","奔朗新材"
"836826","盖世食品"
"836871","派特尔"
"836892","广咨国际"
"836942","恒立钻具"
"836957","汉维科技"
"836961","西磁科技"
"837006","晟楠科技"
"837023","芭薇股份"
"837046","亿能电力"
"837092","汉鑫科技"
"837174","宏裕包材"
"837212","智新电子"
"837242","建邦科技"
"837344","三元基因"
"837403","康农种业"
"837592","华信永道"
"837663","明阳科技"
"837748","路桥信息"
"837821","则成电子"
"838030","德众汽车"
"838163","方大新材"
"838171","邦德股份"
"838227","美登科技"
"838262","太湖雪"
"838275","驱动力"
"838402","硅烷科技"
"838670","恒进感应"
"838701","豪声电子"
"838810","春光药装"
"838837","华原股份"
"838924","广脉科技"
"838971","XD天马新"
"839167","同享科技"
"839273","一致魔芋"
"839371","欧福蛋业"
"839493","并行科技"
"839680","广道数字"
"839719","宁新新材"
"839725","惠丰钻石"
"839729","永顺生物"
"839790","联迪信息"
"839792","东和新材"
"839946","华阳变速"
"870199","倍益康"
"870204","沪江材料"
"870299","灿能电力"
"870357","雅葆轩"
"870436","大地电气"
"870508","丰安股份"
"870656","海昇药业"
"870726","鸿智科技"
"870866","绿亨科技"
"870976","视声智能"
"871245","威博液压"
"871263","莱赛激光"
"871396","常辅股份"
"871478","巨能股份"
"871553","凯腾精工"
"871634","新威凌"
"871642","通易航天"
"871694","中裕科技"
"871753","天纺标"
"871857","泓禧科技"
"871970","大禹生物"
"871981","晶赛科技"
"872190","雷神科技"
"872351","华光源海"
"872374","云里物里"
"872392","佳合科技"
"872541","铁大科技"
"872808","曙光数创"
"872895","花溪科技"
"872925","锦好医疗"
"872931","无锡鼎邦"
"872953","国子软件"
"873001","纬达光电"
"873122","中纺标"
"873132","泰鹏智能"
"873152","天宏锂电"
"873167","新赣江"
"873169","七丰精工"
"873223","荣亿精密"
"873305","九菱科技"
"873339","恒太照明"
"873527","夜光明"
"873570","坤博精工"
"873576","天力复合"
"873593","鼎智科技"
"873665","科强股份"
"873679","前进科技"
"873690","捷众科技"
"873693","阿为特"
"873703","广厦环能"
"873706","铁拓机械"
"873726","卓兆点胶"
"873806","云星宇"
"873833","美心翼申"
